2018-12-07 12:00:52,1.47
2018-12-07 12:00:54,1.51
2018-12-07 12:00:56,1.51
2018-12-07 12:00:58,1.51
2018-12-07 12:01:01,1.51
2018-12-07 12:01:02,1.51
2018-12-07 12:01:04,1.51
2018-12-07 12:01:06,1.51
2018-12-07 12:01:08,1.51
2018-12-07 12:05:16,1.55
2018-12-07 12:05:18,1.55
2018-12-07 12:05:20,1.55
2018-12-07 12:15:55,1.59
2018-12-07 12:15:58,1.59
2018-12-07 12:16:00,1.59
2018-12-07 12:16:02,1.59
2018-12-07 12:16:04,1.59
2018-12-07 12:16:06,1.59
2018-12-07 12:16:08,1.59
2018-12-07 12:16:52,1.59
2018-12-07 12:16:55,1.59
2018-12-07 12:16:57,1.59
2018-12-07 12:16:59,1.59
2018-12-07 12:17:00,1.59
2018-12-07 12:17:03,1.59
2018-12-07 12:17:05,1.59
2018-12-07 12:17:07,1.59
2018-12-07 12:17:09,1.59
2018-12-07 12:17:11,1.59
2018-12-07 12:17:13,1.59
2018-12-07 12:17:15,1.59
2018-12-07 12:17:17,1.59
2018-12-07 12:17:19,1.59
2018-12-07 12:17:21,1.59
2018-12-07 12:17:23,1.59
2018-12-07 12:17:25,1.59
2018-12-07 12:17:27,1.59
2018-12-07 12:17:29,1.59
2018-12-07 12:17:31,1.59
2018-12-07 12:17:33,1.59
2018-12-07 12:17:35,1.59
2018-12-07 12:17:37,1.59
2018-12-07 12:17:39,1.59
2018-12-07 12:17:41,1.59
2018-12-07 12:17:43,1.59
2018-12-07 12:17:45,1.59
2018-12-07 12:17:47,1.59
2018-12-07 12:17:49,1.59
2018-12-07 12:17:51,1.59
2018-12-07 12:17:53,1.59
2018-12-07 12:17:55,1.59
2018-12-07 12:17:57,1.59
2018-12-07 12:17:59,1.59
2018-12-07 12:18:01,1.59
2018-12-07 12:18:03,1.59
2018-12-07 12:30:24,1.68
2018-12-07 12:30:26,1.68
2018-12-07 12:30:28,1.68
2018-12-07 12:30:30,1.68
2018-12-07 12:30:32,1.68
2018-12-07 12:30:34,1.68
2018-12-07 12:30:36,1.68
2018-12-07 12:30:38,1.68
2018-12-07 12:30:40,1.68
2018-12-07 12:30:42,1.68
2018-12-07 12:30:44,1.68
2018-12-07 12:30:46,1.68
2018-12-07 12:30:48,1.68
2018-12-07 12:30:50,1.68
2018-12-07 12:30:52,1.68
